NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles
0,0,0,0,,,0,,0,0,0,0,CCOP(=O)(Cl)Cl
0,0,0,0,,,0,0,0,0,,0,COC(=O)C1:C:C:C(C):C:C:1
0,0,0,0,,,0,0,0,0,,0,COC(=O)C1:C:C:C(C=O):C:C:1
0,0,,0,,,0,0,0,0,0,0,COC(=O)C1:C:C:C:C(C(=O)OC):C:1
0,0,,0,,0,0,0,0,0,,0,NC1:C:C:C([N+](=O)[O-]):C(N):C:1
0,0,,0,,,0,0,0,0,0,0,CCOC(=O)CC(=O)OCC
0,0,0,0,,,0,0,0,,0,0,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C
0,0,0,0,,0,0,,0,0,,0,O=S(=O)(C1:C:C:C:C:C:1)C1:C:C:C(Cl):C:C:1
,,0,0,,0,0,0,0,0,0,0,O=C(O)C1:C:C:C(Cl):C:C:1Cl
0,0,0,0,,,0,,0,0,0,0,O=C(O)CC(O)(CC(=O)O)C(=O)O
0,0,,0,,,0,0,0,0,0,0,OCCO
1,1,0,,0,0,0,,0,,0,0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C
0,0,0,,1,0,0,,0,,0,0,COC1:C:C2:C(:C:C:1OC)C(=O)C(CC1CCN(CC3:C:C:C:C:C:3)CC1)C2.Cl
1,0,0,,0,0,0,,0,,0,0,OCCO[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
0,1,0,,0,0,1,1,1,,0,,C=CC(=O)OCCCCOC(=O)C=C
1,1,0,1,1,0,0,,0,,0,0,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
0,0,1,,0,0,0,,0,,1,0,OC1:C:C:C(Cl):C2:C:C:C:N:C:1:2
1,1,0,,0,0,0,,0,,0,0,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].[Ca+2]
0,1,0,,0,0,1,1,1,,0,1,COC1:C:C:C(C(=O)/C(Br)=C\C(=O)[O-]):C:C:1.[Na+]
1,0,0,0,1,1,0,,0,,1,0,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
1,1,0,,1,0,0,,0,,0,0,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
0,0,0,,,0,1,1,0,1,1,1,CC1:C(C):C2:C(:C(C):C:1O)CCC(C)(COC1:C:C:C(CC3SC(=O)NC3=O):C:C:1)O2
0,0,0,0,0,0,0,,0,,0,0,O=C(NCC1CCCCN1)C1:C:C(OCC(F)(F)F):C:C:C:1OCC(F)(F)F
1,0,0,,0,0,0,,0,,0,0,COCCC1:C:C:C(OCC(O)CNC(C)C):C:C:1.COCCC1:C:C:C(OCC(O)CNC(C)C):C:C:1.O=C(O)CCC(=O)O
0,0,1,,1,0,0,,1,,1,1,CCCOC1:C:C:C2:N:C(NC(=O)OC):S:C:2:C:1
0,0,1,,1,1,0,,0,,1,0,CCCOC(=O)C1:C:C(O):C(O):C(O):C:1
1,1,0,,0,0,0,,0,,0,0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
1,1,0,,0,0,0,,0,,0,0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
1,1,0,,0,0,0,,0,,0,0,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
0,,1,,,0,0,1,0,0,1,1,COC1:C:C:C2:C:C3:[N+](:C:C:2:C:1OC)CCC1:C:C2:C(:C:C:13)OCO2.[Cl-]
0,0,0,,0,0,,1,0,0,,0,CO[C@H]1/C=C/O[C@@]2(C)OC3:C(C):C(O):C4:C(O):C(:C:C([O-]):C:4:C:3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C.[Na+]
0,0,0,0,0,0,0,,0,,0,0,C1:C:C:C(OCC2:C:C:C(CCCN3CCOCC3):C:C:2):C:C:1
1,1,0,0,1,1,0,,0,,1,0,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
1,0,0,,1,0,0,,0,,0,0,CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]1(C)[C@@H]3CC[C@@]2(C)[C@H](C3:C:C:O:C:3)OC(=O)[C@H]3O[C@]321
1,1,0,,1,1,0,,0,,0,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC
0,0,0,0,0,0,0,,0,,1,0,CC(C)(C)CC(C)(C)C1:C:C:C(O):C(N2:N:C3:C:C:C:C:C:3:N:2):C:1
0,0,0,0,0,0,0,,0,,0,0,CC12CC3CC(C)(C1)CC(N)(C3)C2
0,0,1,,,0,1,1,1,0,,0,CC1:C:C:C(O):C(N):C:1
1,1,0,,1,1,0,,0,,0,0,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
0,0,0,0,0,0,0,,0,,0,0,CCN(CC)CCOC1:C:C:C:C:C:1OC
0,0,0,,0,0,0,,0,,0,0,CCC1:C:C:C:C(N(C)C(=N)NC2:C:C:C:C3:C:C:C:C:C:2:3):C:1.Cl
1,1,0,,1,0,0,,0,,0,0,O=C(NCCN1CCOCC1)C1:C:C:C(Cl):C:C:1
0,0,0,0,0,0,0,,0,,0,0,CC(C)/N=C1/C:C2:N(C3:C:C:C(Cl):C:C:3):C3:C:C:C:C:C:3:N:C2:C:C:1NC1:C:C:C(Cl):C:C:1
1,1,1,,0,0,0,,0,,1,0,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
0,,0,,1,0,,0,0,0,0,0,CN(C)C1:C:C:C(/C=C/C2:C:C:C([N+](=O)[O-]):C:C:2):C:C:1
1,1,0,,0,0,0,,0,,0,0,NC(=O)N1C2:C:C:C:C:C:2C=CC2:C:C:C:C:C:21
0,0,0,0,0,0,0,,0,,0,0,CCCCCCCCCCCC(=O)N(CCO)CCO
0,0,0,0,0,0,0,,0,,0,0,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O
1,1,0,,1,1,0,,0,,0,0,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
1,0,0,,0,0,0,,0,,0,0,CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
1,0,0,,0,0,0,,0,,0,0,C[C@H](O)C(=O)NC1:C(I):C(C(=O)NC(CO)CO):C(I):C(C(=O)NC(CO)CO):C:1I
1,1,0,,0,0,0,,0,,0,0,CC1:C:C(=O):[NH]:C(=S):[NH]:1
1,1,0,,1,1,0,,0,,0,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
1,0,1,,0,0,0,,0,,0,0,O=C1CC2:C:C(CCN3CCN(C4:N:S:C5:C:C:C:C:C:4:5)CC3):C(Cl):C:C:2N1
1,1,0,,1,1,0,,0,,0,0,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1:C:C:C:C:C:1
0,0,0,0,0,0,0,,0,,0,0,O=C1:O:C2:C:C(O):C:C:C:2:S:1
0,0,1,0,0,0,0,,0,,0,0,C=CC1:C(C):C2:C:C3:N:C(:C(CC(=O)[O-]):C4:[N-]:C(:C:C5:N:C(:C:C:1:[N-]:2):C(C):C:5CC):C(C):C:4C(=O)[O-])C(CCC(=O)[O-])C3C.[Cu+2].[Na+].[Na+].[Na+]
0,0,0,,0,0,,1,0,1,,0,CCN(CC)C(=S)[S-].[Na+]
0,0,1,,1,0,0,,0,,0,0,[O-][N+](=NC1:C:C:C:C:C:1)C1:C:C:C:C:C:1
1,1,0,,1,1,0,,0,,0,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC5:O:N:C:C:5C[C@]4(C)[C@H]3CC[C@@]21C
0,0,0,0,0,0,0,,0,,0,0,C(=C/C1:C:C:C:C:C:1)\CN1CCN(C(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)CC1
0,0,0,0,1,1,0,,0,,0,0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
1,1,0,0,1,1,0,,0,,0,0,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C
0,0,0,0,0,0,0,,0,,0,0,CC(=O)SC[C@@H](CC1:C:C:C:C:C:1)C(=O)NCC(=O)OCC1:C:C:C:C:C:1
0,0,0,,0,0,0,,0,,0,0,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](CC2:C:C:C:C:C:2)C(=O)O)CC1
0,0,1,0,0,0,0,,0,,0,0,CC[C@@H](CO)NC(=O)[C@@H]1C=C2C3:C:C:C:C4:C:3:C(:C:N:4C)C[C@H]2N(C)C1
0,0,0,,0,0,,1,0,1,1,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1
0,0,0,,0,0,0,,0,,0,0,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)CC1:C:N:C(C):N:C:1N
0,0,1,,1,0,0,,0,,0,0,CCN(CC)CCOC1:C:C:C2:N:C(N(C)C):S:C:2:C:1
0,0,0,0,0,0,0,,0,,0,0,CC(N)CC1:C:C:C2:C(:C:1)OCO2.Cl
0,0,0,0,0,0,0,,0,,0,0,CC1:C:C:C:C(CN2CCN(C(C3:C:C:C:C:C:3)C3:C:C:C(Cl):C:C:3)CC2):C:1.Cl.Cl
0,0,0,,0,0,0,,0,,0,0,CCOC(CN1CCN(CC(C)C(=O)C2:C:C:C:C:C:2)CC1)C1:C:C:C:C:C:1.Cl.Cl
0,0,1,,,0,0,,0,0,1,1,CN(C)C1:C:C:C(C(=N)C2:C:C:C(N(C)C):C:C:2):C:C:1.Cl
0,0,0,,0,0,0,,0,,0,0,CN(CC1:C:C:C(C(C)(C)C):C:C:1)CC1:C:C:C:C2:C:C:C:C:C:1:2.Cl
0,0,0,,0,0,0,,0,,0,0,COC1:C:C(C(=O)NCC2:C:C:C(OCCN(C)C):C:C:2):C:C(OC):C:1OC.Cl
0,1,1,1,1,,,1,0,0,1,1,Cl.NC1:C:C:C2:C:C3:C:C:C(N):C:C:3:N:C:2:C:1
0,0,0,,0,0,0,,0,,0,0,CN1C(=O)COC2:C(C(=O)NC3CN4CCC3CC4):C:C(Cl):C:C:21
0,0,0,,0,0,0,,0,,0,0,O=C(NCCCN1CCOCC1)C1:C:C:C(Cl):C:C:1
0,0,1,,1,0,0,,1,,0,0,NC1:N:C:N:C(NC2:C:C:C(Cl):C:C:2):N:1
1,0,0,0,0,0,0,,0,,0,0,O=C1NC2:C:C:C(Cl):C:C:2C(C2:C:C:C:C:C:2)=NC1O
0,0,1,,1,0,0,,1,,0,0,ClC1:C:C:C:C:C:1C1:N:C(C2:C:C:N:C:C:2):N:O:1
0,0,0,,0,0,0,,0,,0,0,CN(C)CCCSC1:C:C:C:C:C:1NC(=O)/C=C/C1:C:C:C:C:C:1
0,0,,,,0,0,0,0,1,0,0,CNC(=S)NN
0,0,1,,0,0,0,,0,,0,0,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)C1:C:C:N:C2:C:C:C(OC):C:C:1:2
0,0,0,0,0,0,0,,0,,0,0,O=C(OCCOCCO)C1:C:C:C:C:C:1NC1:C:C:C:C(C(F)(F)F):C:1
0,0,0,,0,0,0,,1,,0,1,O=C1:[NH]:C:C(F):C(=O):[NH]:1
1,0,1,,,0,0,1,1,,1,0,NC1:C:C:C(OC2:C:C:C(N):C(N):C:2):C:C:1
0,0,1,,,0,0,0,0,0,1,,NC1:C:C:C(CC2:C:C:C(N):C(Cl):C:2):C:C:1Cl
0,0,0,0,0,0,0,,0,,0,1,NC1:N:C(Cl):N:C2:C:1:N:C:N:2[C@H]1C[C@H](O)[C@@H](CO)O1
0,0,1,,0,,0,,0,1,1,1,COC1:C:C:C(N):C:C:1N.O.O=S(=O)(O)O
1,0,1,,1,0,0,,0,,0,0,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)C1:C:C:N:C2:C:C:C(OC):C:C:1:2.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)C1:C:C:N:C2:C:C:C(OC):C:C:1:2.O.O.O=S(=O)(O)O
0,0,0,0,0,0,0,,0,,0,0,O=S(=O)(OC[C@H]1O[C@H](O[C@]2(COS(=O)(=O)O[AlH3](O)O)O[C@H](COS(=O)(=O)O[AlH3](O)O)[C@@H](OS(=O)(=O)O[AlH3](O)O)[C@@H]2OS(=O)(=O)O[AlH3](O)O)[C@H](OS(=O)(=O)O[AlH3](O)O)[C@@H](OS(=O)(=O)O[AlH3](O)O)[C@@H]1OS(=O)(=O)O[AlH3](O)O)O[AlH3](O)O.O[AlH3](O)[AlH3](O)O.O[AlH3](O)[AlH3](O)O.O[AlH3](O)[AlH3](O)O.O[AlH3](O)[AlH3](O)O
0,0,0,0,0,0,0,,0,,0,0,CC1:C(C(=O)O):C(O):C:C2:C:1C(=O)C1:C(O):C([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O):C(O):C(O):C:1C2=O
1,1,0,,1,1,0,,0,,0,0,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
1,0,0,,1,1,0,,0,,0,0,CC(=O)OC1:C(C):C:C(OCC(O)CNC(C)C):C(C):C:1C
0,0,0,,0,0,0,,0,,0,0,O=C(C1:C:C2:C:C:C:C:C:2:O:1)N1CCN(CC2:C:C:C:C:C:2)CC1
0,0,0,0,0,0,0,,0,,0,0,NC(=O)CC[C@@H](N)C(=O)O
0,0,1,0,0,0,0,,0,,1,0,CCC(CC)(CC(=O)NC1:C:C:C:C(/C=C/C2:N:C(C3CCC3):C:S:2):C:1)C(=O)O
0,0,0,0,0,0,0,,0,,0,0,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](OC(=O)CCCCCCCCCCCCCCC)CC2(C)C)C(C)(C)C1
0,0,1,0,0,0,0,,0,,0,1,COC(=O)NC1:N:C2:C:C(S(=O)C3:C:C:C:C:C:3):C:C:C:2:[NH]:1
0,0,0,0,1,0,0,,0,,0,0,O=C1:C:C:C2:C:C:C:C:C:2:O:1
1,1,0,0,1,1,0,,0,,0,0,C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C
0,0,0,,0,0,0,,1,,0,1,COC1=CC(=O)C[C@@H](C)[C@]12OC1:C(Cl):C(OC):C:C(OC):C:1C2=O
0,0,1,,1,0,0,,0,,1,0,CN1CC(=O)N=C1NC(=O)NC1:C:C:C:C(Cl):C:1
0,0,0,,0,0,0,,0,,0,0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3:C:C:C:C4:C:3CCC4)CS[C@H]12)C1:C:S:C(N):N:1.O=S(=O)(O)O
1,0,0,,0,0,0,,0,,0,0,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)C(O)CN)OC[C@]1(C)O.O=S(=O)(O)O
1,0,0,,1,0,0,,0,,0,0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)C3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)O
0,0,1,,1,0,0,,1,,0,0,NC1:N:C(NC2CC2):C2:N:C:N([C@@H]3C=C[C@@H](CO)C3):C:2:N:1
0,0,0,0,0,0,0,,0,,1,0,O=C1C2:C:C:C:C(O):C:2C(=O)C2:C(O):C:C:C:C:21
1,1,0,,0,0,0,,0,,0,0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO
1,1,0,,0,0,0,,0,,0,0,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
0,0,0,0,0,0,0,,0,,0,0,C[N@+]12CCCC[C@@H]1CCC(=C(C1:C:C:C:S:1)C1:C:C:C:S:1)C2.[Br-]
0,0,0,0,1,1,0,,0,,0,0,C=CC1:C(C):C2:C:C3:[NH]:C(:C:C4:N:C(:C:C5:[NH]:C(:C:C:1:N:2):C(C):C:5CCC(=O)[O-]):C(CCC(=O)[O-]):C:4C):C(C):C:3C=C.[Na+].[Na+]
0,0,1,0,0,0,0,,0,,1,0,O=C1CN(N=CC2:C:C:C(C3:C:C:C([N+](=O)[O-]):C:C:3):O:2)C(=O)[N-]1.[Na+]
0,0,0,,0,0,0,,0,,0,0,CCCCCCCCCC(=O)N[O-].[Na+]
0,0,0,,1,0,0,,0,,0,0,C[NH+](C)CCC(C1:C:C:C:C:C:1)C1:C:C:C:C:[NH+]:1.O=C([O-])/C=C\C(=O)[O-]
0,0,0,0,0,0,1,,0,,1,1,CCC1:O:C2:C:C:C:C:C:2:C:1C(=O)C1:C:C(Br):C(O):C(Br):C:1
0,0,1,,0,0,0,,0,,0,0,CO[C@]12C[C@@H](COC(=O)C3:C:N:C:C(Br):C:3)CN(C)[C@@H]1CC1:C:N(C):C3:C:C:C:C2:C:1:3
0,0,1,1,1,0,0,,1,,1,0,C(=CC1:C:C:N:C:C:1)C1:C:C:C:C:C:1
0,0,0,0,1,0,0,,0,,1,0,C1:C:C:C2:C(:C:1)NC1:C:C:C:C:C:1S2
1,1,0,,1,1,0,,0,,0,0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
1,1,0,0,0,0,0,,0,,0,0,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
0,1,0,0,1,1,0,,0,,0,0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
0,0,0,0,0,0,0,,0,,0,0,COC1:C:C:C:C:C:1N1CCN(CCCCNC(=O)C2:C:C:C(C3:C:C:C(C(C)=O):C:C:3):C:C:2)CC1
0,0,0,0,0,0,0,,0,,0,0,CC(=O)C1:C:C:C2:C(:C:1)N(CCCN1CCC(CCO)CC1)C1:C:C:C:C:C:1S2
0,0,0,,0,0,0,,0,,0,0,CCN(C(C)=O)C1:C:C:C:C(C2:C:C:N:C3:C(C#N):C:N:N:2:3):C:1
1,1,0,1,1,1,0,,0,,1,1,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C
0,0,0,,1,1,0,,0,0,1,,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1
0,1,0,0,0,0,0,,0,,0,0,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C
1,1,0,0,1,0,0,,0,,0,0,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C
0,0,0,0,0,0,0,,0,,0,0,CN(C/C=C/C#CC(C)(C)C)CC1:C:C:C:C2:C:C:C:C:C:1:2
0,0,1,0,0,0,0,,0,,0,0,CC(C)(C)C1:C:C(O):C:C:C:1O
0,0,0,,1,1,0,1,0,0,1,,CC(C)(C1:C:C:C:C:C:1)C1:C:C:C(O):C:C:1
0,,,,1,0,1,1,0,0,1,1,CCC(C)(C)C(=O)OC1=C(C2:C:C(Cl):C:C(Cl):C:2)C(=O)OC12CCCCC2
0,0,0,0,0,0,0,,0,,0,0,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
0,0,0,0,0,0,0,,0,,0,0,CC1:C(C):C2:C(:C(C):C:1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
0,0,0,0,0,0,0,,0,,0,0,CC1:C:C(O):C:C2:C:1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2
0,0,0,0,0,0,0,,0,,0,0,COCC(=O)N(C1:C(C):C:C:C:C:1C)C(C)C(=O)OC
0,0,0,0,1,1,0,,0,,0,0,CC(O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
0,0,0,0,0,0,0,,0,,0,0,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
0,0,0,1,0,0,0,,0,,0,0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)OC2:C(C):C(C):C3:C(:C:2C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O3)C(C)(C)CCC1
0,0,1,,0,0,0,,0,1,1,,CC1:C:C(O):C:C:C:1N
0,0,0,0,0,0,0,,0,,0,0,CC1:C:C(NS(=O)(=O)C2:C:C:C(N):C:C:2):N:C(C):N:1
0,0,,,,0,0,0,0,1,1,0,CC1=NC2:C:C:C3:C:C:C:C:C:3:C:2C1(C)C
0,1,1,0,0,,1,1,0,1,,1,CC1:C:C:C:C2:C:1:C:C1:C:C:C3:C:C:C:C4:C:C:C:2:C:1:C:3:4
1,1,0,,1,1,0,,0,,0,0,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
0,0,0,0,0,0,0,,0,,0,0,C=CCN1C[C@H](C)N([C@H](C2:C:C:C(C(=O)N(CC)CC):C:C:2)C2:C:C:C:C(OC):C:2)C[C@H]1C
0,0,0,0,1,1,0,,0,,0,0,CC(=O)OCC(=O)NCCCOC1:C:C:C:C(CN2CCCCC2):C:1.Cl
0,0,0,,0,0,0,,0,,0,0,CCC1:C:C:C(C(=O)C(C)CN2CCCCC2):C:C:1.Cl
0,0,0,0,0,0,0,,0,,0,0,COC1:C:C:C(C(=O)NCC2:C:C:C(OCCN(C)C):C:C:2):C:C:1OC.Cl
0,0,0,,0,0,0,,0,,0,0,CCN(CC)CC(=O)NC1:C(C):C:C(C):C:C:1C.Cl
1,0,0,,0,0,0,,0,,0,0,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)C4:C:C(O):C:C(O):C:4C4:C:C3:C:C:C:4O)[C@H](O)C3:C:C:C(:C(Cl):C:3)OC3:C:C2:C:C(:C:3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)C(O)[C@H](C)O2)OC2:C:C:C(:C:C:2Cl)[C@H]1O.Cl
0,0,0,0,0,0,0,,0,,0,0,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1:C:C:C:C(OC2:C:C:C:C:C:2):C:1
0,0,0,0,1,1,0,,0,,0,0,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
0,0,0,0,0,0,0,,0,,0,0,CNC1:C:C(OC):C(C(=O)N[C@H]2CCN(CC3:C:C:C:C:C:3)[C@H]2C):C:C:1Cl
1,0,0,0,1,1,1,,0,,0,0,C=CCOC1:C:C:C(CC(=O)O):C:C:1Cl
0,0,0,0,0,0,0,,0,,0,0,O=C1CN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:2N1
0,0,0,,0,0,0,1,0,,,0,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
0,0,0,0,0,0,0,,0,,0,0,O=C1NC2:C:C:C(Cl):C:C:2C(C2:C:C:C:C:C:2Cl)=NC1O
1,0,0,,0,0,0,,0,,0,0,CN(C)CCO
0,0,0,0,0,0,0,,0,,0,0,COC(=O)C1=CCCN(C)C1
0,0,0,0,0,0,0,,0,,0,0,CC1:C:C(C):C:C(C(=O)OC2C[C@@H]3CC[C@H](C2)N3C):C:1
0,0,0,0,0,0,0,,0,,0,0,CCCCC(CC)COC(=O)C=CC1:C:C:C(OC):C:C:1
0,0,1,,0,0,0,,0,,0,0,COC1:N:C(C):N:C(Cl):C:1NC1=NCCN1
0,0,0,0,1,1,0,,0,,0,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4:C:C(OC):C:C:C:4[C@H]3CC[C@@]21C
0,1,,,,1,1,1,1,0,0,1,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
0,0,0,0,0,0,0,,0,,0,0,CS(=O)(=O)NC1:C:C2:O:C:C(NC=O):C(=O):C:2:C:C:1OC1:C:C:C:C:C:1
0,0,0,0,0,0,0,,0,,0,0,COC1:C:C2:N:C(N3CCN(C(=O)C4COC5:C:C:C:C:C:5O4)CC3):N:C(N):C:2:C:C:1OC.CS(=O)(=O)O
0,0,0,0,0,0,0,,0,,0,0,FC(F)OC(F)(F)C(F)Cl
0,0,0,0,0,0,0,,0,,0,0,CC1:N:C2:C:C:C:C:N:2:C(=O):C:1CCN1CCC(C(=O)C2:C:C:C(F):C:C:2)CC1
0,0,,0,0,0,1,1,0,,1,1,FC1:C:C:C(OC2:C:C:N:C3:C:C(Cl):C:C(Cl):C:2:3):C:C:1
0,0,0,0,0,0,0,,0,,0,0,O=C1NC(=O)[C@@]2(CCOC3:C:C:C(F):C:C:32)N1
0,0,0,,0,0,0,,0,,0,0,N[C@@H]1CONC1=O
0,0,0,0,1,1,0,,0,,0,0,NC(=O)CCCCC1CCSS1
0,0,0,0,0,0,0,,0,,0,0,NC1=NC(=O)C(C2:C:C:C:C:C:2)O1
